id,phrase,level,main_category,sub_category
12656,seamen,B1,Daily_Life,General_Interactions
12657,seamlessly,B1,Daily_Life,General_Interactions
12658,search,B1,Technology_Digital,Software_Internet
12659,searching,B1,Technology_Digital,Software_Internet
12660,searing heat,B1,Health_Medicine,Healthcare_Hospital
12661,seashore,B1,Daily_Life,General_Interactions
12662,season,B1,Daily_Life,General_Interactions
12663,season ticket,B1,Travel_Transportation,Public_Transport
12664,seasonal,B1,Daily_Life,General_Interactions
12665,seasonality,B1,Daily_Life,General_Interactions
12666,seat of learning,B1,Education,Learning_Skills
12667,seating,B1,Health_Medicine,Healthcare_Hospital
12668,seawater,B1,Daily_Life,General_Interactions
12669,second,B1,Daily_Life,General_Interactions
12670,second-hand,B1,Daily_Life,General_Interactions
12671,secondhand,B1,Daily_Life,General_Interactions
12672,secret,B1,Daily_Life,General_Interactions
12673,secretary,B1,Daily_Life,General_Interactions
12674,secrete,B1,Daily_Life,General_Interactions
12675,sections,B1,Daily_Life,General_Interactions
12676,sectors,B1,Daily_Life,General_Interactions
12677,secure a majority,B1,Health_Medicine,Illness_Diseases
12678,secure a place,B1,Health_Medicine,Illness_Diseases
12679,secured,B1,Health_Medicine,Illness_Diseases
12680,sedentary,B1,Daily_Life,General_Interactions
12681,sediment,B1,Daily_Life,General_Interactions
12682,sedimentary,B1,Daily_Life,General_Interactions
12683,sediments,B1,Daily_Life,General_Interactions
12684,sedulous,B1,Daily_Life,General_Interactions
12685,see a decline,B1,Daily_Life,General_Interactions
12686,see a fall,B1,Daily_Life,General_Interactions
12687,see a growth,B1,Daily_Life,General_Interactions
12688,see a rise,B1,Daily_Life,General_Interactions
12689,see a rising,B1,Communication_Media_Arts,Speaking_Expressions
12690,see off an intruder,B1,Daily_Life,General_Interactions
12691,see off an opponent,B1,Daily_Life,General_Interactions
12692,see the error of your ways,B1,Daily_Life,General_Interactions
12693,seeds,B1,Daily_Life,General_Interactions
12694,seeing,B1,Daily_Life,General_Interactions
12695,seek permission,B1,Daily_Life,General_Interactions
12696,seeking,B1,Daily_Life,General_Interactions
12697,seemed,B1,Daily_Life,General_Interactions
12698,seen,B1,Daily_Life,General_Interactions
12699,seesaw,B1,Daily_Life,General_Interactions
12700,seething,B1,Daily_Life,General_Interactions
12701,segment,B1,Daily_Life,General_Interactions
12702,seismic,B1,Daily_Life,General_Interactions
12703,seismometers,B1,Daily_Life,General_Interactions
12704,seize,B1,Daily_Life,General_Interactions
12705,seize power,B1,Daily_Life,General_Interactions
12706,seldom,B1,Daily_Life,General_Interactions
12707,select a research topic,B1,Education,Academic_Study
12708,selected,B1,Daily_Life,General_Interactions
12709,selecting,B1,Daily_Life,General_Interactions
12710,selection,B1,Society_Law_Politics,Government_Politics
12711,self,B1,Psychology_Emotions,Feelings_Emotions
12712,sell,B1,Business_Finance_Economy,Business_Management
12713,sell your story,B1,Communication_Media_Arts,Writing_Language
12714,selling,B1,Business_Finance_Economy,Business_Management
12715,semester,B1,Education,Academic_Study
12716,semiconductor,B1,Daily_Life,General_Interactions
12717,seminal,B1,Daily_Life,General_Interactions
12718,send out a search party,B1,Technology_Digital,Software_Internet
12719,sender,B1,Daily_Life,General_Interactions
12720,sending,B1,Daily_Life,General_Interactions
12721,senior moment,B1,Daily_Life,General_Interactions
12722,seniority,B1,Daily_Life,General_Interactions
12723,sensation,B1,Daily_Life,General_Interactions
12724,sensational,B1,Daily_Life,General_Interactions
12725,sense,B1,Daily_Life,General_Interactions
12726,sense of achievement,B1,Daily_Life,General_Interactions
12727,sense of adventure,B1,Business_Finance_Economy,Entrepreneurship
12728,sense of purpose,B1,Psychology_Emotions,Motivation
12729,sensitive,B1,Daily_Life,General_Interactions
12730,sensor,B1,Daily_Life,General_Interactions
12731,sensors,B1,Daily_Life,General_Interactions
12732,sensory,B1,Daily_Life,General_Interactions
12733,sent,B1,Daily_Life,General_Interactions
12734,sentence,B1,Daily_Life,General_Interactions
12735,sentient,B1,Daily_Life,General_Interactions
12736,sentimental value,B1,Health_Medicine,Mental_Health
12737,separate,B1,Business_Finance_Economy,Economy_Markets
12738,separated,B1,Business_Finance_Economy,Economy_Markets
12739,separating,B1,Daily_Life,General_Interactions
12740,september,B1,Daily_Life,General_Interactions
12741,sequent,B1,Daily_Life,General_Interactions
12742,sequential,B1,Daily_Life,General_Interactions
12743,sequester,B1,Daily_Life,General_Interactions
12744,serendipity,B1,Daily_Life,General_Interactions
12745,serene,B1,Daily_Life,General_Interactions
12746,sergeant,B1,Daily_Life,General_Interactions
12747,serialized,B1,Daily_Life,General_Interactions
12748,series of events,B1,Daily_Life,General_Interactions
12749,serious medical condition,B1,Daily_Life,General_Interactions
12750,servant,B1,Daily_Life,General_Interactions
12751,serve,B1,Daily_Life,General_Interactions
12752,serve out a sentence,B1,Daily_Life,General_Interactions
12753,served,B1,Daily_Life,General_Interactions
12754,service,B1,Daily_Life,General_Interactions
12755,services,B1,Daily_Life,General_Interactions
12756,servile,B1,Daily_Life,General_Interactions
12757,serving,B1,Daily_Life,General_Interactions
12758,session,B1,Daily_Life,General_Interactions
12759,sessions,B1,Daily_Life,General_Interactions
12760,set,B1,Daily_Life,General_Interactions
12761,set a trend,B1,Daily_Life,General_Interactions
12762,set off a fire alarm,B1,Daily_Life,General_Interactions
12763,set text,B1,Daily_Life,General_Interactions
12764,set the wheels in motion,B1,Daily_Life,General_Interactions
12765,set to work,B1,Business_Finance_Economy,Jobs_Careers
12766,set yourself clear objectives,B1,Psychology_Emotions,Feelings_Emotions
12767,setback,B1,Daily_Life,General_Interactions
12768,setting,B1,Daily_Life,General_Interactions
12769,settled,B1,Daily_Life,General_Interactions
12770,settlers,B1,Daily_Life,General_Interactions
12771,settling,B1,Daily_Life,General_Interactions
12772,setup,B1,Daily_Life,General_Interactions
12773,seven-metre-wide,B1,Daily_Life,General_Interactions
12774,seventeenth,B1,Daily_Life,General_Interactions
12775,seventy,B1,Daily_Life,General_Interactions
12776,sever,B1,Daily_Life,General_Interactions
12777,several,B1,Daily_Life,General_Interactions
12778,severe blow,B1,Daily_Life,General_Interactions
12779,severed,B1,Daily_Life,General_Interactions
12780,severely,B1,Daily_Life,General_Interactions
12781,severity,B1,Daily_Life,General_Interactions
12782,sew,B1,Daily_Life,General_Interactions
12783,sewage,B1,Daily_Life,General_Interactions
12784,sewn,B1,Daily_Life,General_Interactions
12785,shade,B1,Daily_Life,General_Interactions
12786,shadow,B1,Daily_Life,General_Interactions
12787,shake,B1,Daily_Life,General_Interactions
12788,shake off a cold,B1,Daily_Life,General_Interactions
12789,shape,B1,Daily_Life,General_Interactions
12790,shape someone's life,B1,Science_Nature,Biology_Life_Sciences
12791,shape your destiny,B1,Daily_Life,General_Interactions
12792,shaped,B1,Daily_Life,General_Interactions
12793,shapes,B1,Daily_Life,General_Interactions
12794,share,B1,Technology_Digital,Social_Media
12795,share prices fluctuate,B1,Business_Finance_Economy,Economy_Markets
12796,shared,B1,Technology_Digital,Social_Media
12797,sharing,B1,Daily_Life,General_Interactions
12798,sharp,B1,Daily_Life,General_Interactions
12799,sharp wit,B1,Daily_Life,General_Interactions
12800,shatter,B1,Daily_Life,General_Interactions
12801,shatter someone's confidence,B1,Daily_Life,General_Interactions
12802,sheep,B1,Daily_Life,General_Interactions
12803,sheer,B1,Daily_Life,General_Interactions
12804,sheer epic grandeur,B1,Daily_Life,General_Interactions
12805,sheer quantity,B1,Daily_Life,General_Interactions
12806,sheer size,B1,Daily_Life,General_Interactions
12807,sheet,B1,Daily_Life,General_Interactions
12808,shelf,B1,Daily_Life,General_Interactions
12809,shell,B1,Daily_Life,General_Interactions
12810,shellfish,B1,Daily_Life,General_Interactions
12811,shells,B1,Daily_Life,General_Interactions
12812,shelter,B1,Daily_Life,General_Interactions
12813,shield,B1,Daily_Life,General_Interactions
12814,shielded,B1,Daily_Life,General_Interactions
12815,shifts,B1,Daily_Life,General_Interactions
12816,shine,B1,Daily_Life,General_Interactions
12817,shining,B1,Daily_Life,General_Interactions
12818,shiny,B1,Daily_Life,General_Interactions
12819,ship,B1,Daily_Life,General_Interactions
12820,shipped,B1,Daily_Life,General_Interactions
12821,shipping,B1,Daily_Life,General_Interactions
12822,shirk responsibilities,B1,Daily_Life,General_Interactions
12823,shiver,B1,Daily_Life,General_Interactions
12824,shiver down your spine,B1,Daily_Life,General_Interactions
12825,shoal of fish,B1,Daily_Life,General_Interactions
12826,shoal of sardines,B1,Daily_Life,General_Interactions
12827,shock,B1,Daily_Life,General_Interactions
12828,shoe,B1,Daily_Life,General_Interactions
12829,shoemaker,B1,Daily_Life,General_Interactions
12830,shopper,B1,Daily_Life,Shopping_Everyday
12831,shore,B1,Daily_Life,General_Interactions
12832,short,B1,Daily_Life,General_Interactions
12833,short of space,B1,Science_Nature,Natural_Phenomena
12834,shortage,B1,Daily_Life,General_Interactions
12835,shot,B1,Daily_Life,General_Interactions
12836,shoulder the blame,B1,Daily_Life,General_Interactions
12837,shouted,B1,Daily_Life,General_Interactions
12838,shoveling,B1,Daily_Life,General_Interactions
12839,show,B1,Daily_Life,General_Interactions
12840,show a decline,B1,Daily_Life,General_Interactions
12841,show a decrease,B1,Daily_Life,General_Interactions
12842,show a downward trend,B1,Society_Law_Politics,Law_Crime
12843,show a fall,B1,Daily_Life,General_Interactions
12844,show a growth,B1,Daily_Life,General_Interactions
12845,show a rise,B1,Daily_Life,General_Interactions
12846,show a rising,B1,Communication_Media_Arts,Speaking_Expressions
12847,show an improvement,B1,Daily_Life,General_Interactions
12848,show an increase,B1,Daily_Life,General_Interactions
12849,show an upward trend,B1,Society_Law_Politics,Law_Crime
12850,show initiative,B1,Daily_Life,General_Interactions
12851,show of unity,B1,Daily_Life,General_Interactions
12852,showcase,B1,Daily_Life,General_Interactions
12853,showcasing,B1,Communication_Media_Arts,Speaking_Expressions
12854,showed,B1,Daily_Life,General_Interactions
12855,showing,B1,Daily_Life,General_Interactions
12856,shown,B1,Daily_Life,General_Interactions
12857,shrewd,B1,Daily_Life,General_Interactions
12858,shut down a computer,B1,Technology_Digital,Devices_Hardware
12859,shy away from,B1,Daily_Life,General_Interactions
12860,sick,B1,Health_Medicine,Healthcare_Hospital
12861,sick with worry,B1,Psychology_Emotions,Stress_Mental_State
12862,side,B1,Daily_Life,General_Interactions
12863,side effects,B1,Daily_Life,General_Interactions
12864,siege,B1,Daily_Life,General_Interactions
12865,sigh of relief,B1,Daily_Life,General_Interactions
12866,sight,B1,Daily_Life,General_Interactions
12867,sighted,B1,Daily_Life,General_Interactions
12868,sign,B1,Daily_Life,General_Interactions
12869,sign up for a course,B1,Education,University_School
12870,signal,B1,Daily_Life,General_Interactions
12871,signals,B1,Daily_Life,General_Interactions
12872,signature,B1,Science_Nature,Environment_Ecology
12873,significance,B1,Daily_Life,General_Interactions
12874,significant amount (of),B1,Daily_Life,General_Interactions
12875,significant number (of),B1,Daily_Life,General_Interactions
12876,significant quantity (of),B1,Daily_Life,General_Interactions
12877,significantly,B1,Daily_Life,General_Interactions
12878,signs,B1,Daily_Life,General_Interactions
12879,silence,B1,Daily_Life,General_Interactions
12880,silence descends,B1,Daily_Life,General_Interactions
12881,silence reigns,B1,Daily_Life,General_Interactions
12882,silent,B1,Daily_Life,General_Interactions
12883,silica,B1,Daily_Life,General_Interactions
12884,silicon,B1,Daily_Life,General_Interactions
12885,silk,B1,Daily_Life,General_Interactions
12886,silly,B1,Health_Medicine,Healthcare_Hospital
12887,similarity,B1,Daily_Life,General_Interactions
12888,simple,B1,Daily_Life,General_Interactions
12889,simple rule,B1,Society_Law_Politics,Law_Crime
12890,simple truth,B1,Daily_Life,General_Interactions
12891,simpler,B1,Daily_Life,General_Interactions
12892,simplest,B1,Daily_Life,General_Interactions
12893,simplicity,B1,Daily_Life,General_Interactions
12894,simplicity itself,B1,Psychology_Emotions,Feelings_Emotions
12895,simply,B1,Daily_Life,General_Interactions
12896,simulacrum,B1,Daily_Life,General_Interactions
12897,simulated,B1,Daily_Life,General_Interactions
12898,simultaneous equation,B1,Daily_Life,General_Interactions
12899,simultaneously,B1,Daily_Life,General_Interactions
12900,since,B1,Daily_Life,General_Interactions
12901,sincerely hope,B1,Daily_Life,General_Interactions
12902,singer,B1,Communication_Media_Arts,Speaking_Expressions
12903,single,B1,Communication_Media_Arts,Speaking_Expressions
12904,single-storey,B1,Daily_Life,Shopping_Everyday
12905,singularly,B1,Communication_Media_Arts,Speaking_Expressions
12906,sinister,B1,Daily_Life,General_Interactions
12907,sink,B1,Daily_Life,General_Interactions
12908,sinking,B1,Daily_Life,General_Interactions
12909,sipped,B1,Daily_Life,General_Interactions
12910,sites,B1,Daily_Life,General_Interactions
12911,sitting,B1,Daily_Life,General_Interactions
12912,situation,B1,Daily_Life,General_Interactions
12913,sixty,B1,Daily_Life,General_Interactions
12914,size,B1,Daily_Life,General_Interactions
12915,size up,B1,Daily_Life,General_Interactions
12916,skeleton,B1,Daily_Life,General_Interactions
12917,skepticism,B1,Daily_Life,General_Interactions
12918,sketch,B1,Daily_Life,General_Interactions
12919,sketched,B1,Daily_Life,General_Interactions
12920,skew,B1,Daily_Life,General_Interactions
12921,skiing,B1,Daily_Life,General_Interactions
12922,skill,B1,Education,Learning_Skills
12923,skin,B1,Daily_Life,General_Interactions
12924,skirt,B1,Daily_Life,General_Interactions
12925,sky,B1,Daily_Life,General_Interactions
12926,slave,B1,Daily_Life,General_Interactions
12927,sleep,B1,Health_Medicine,Healthcare_Hospital
12928,sliced,B1,Daily_Life,General_Interactions
12929,slight,B1,Daily_Life,General_Interactions
12930,slight change of plan,B1,Daily_Life,General_Interactions
12931,slight decrease,B1,Daily_Life,General_Interactions
12932,slight increase,B1,Daily_Life,General_Interactions
12933,slightht decrease,B1,Daily_Life,General_Interactions
12934,slightly,B1,Daily_Life,General_Interactions
12935,slightly different,B1,Daily_Life,Home_Housing
12936,slightly offensive,B1,Daily_Life,General_Interactions
12937,slim chance,B1,Daily_Life,General_Interactions
12938,slim majority,B1,Daily_Life,General_Interactions
12939,slippery,B1,Daily_Life,General_Interactions
12940,slippery customer,B1,Daily_Life,Shopping_Everyday
12941,slope,B1,Daily_Life,General_Interactions
12942,sloping,B1,Daily_Life,General_Interactions
12943,slot,B1,Daily_Life,General_Interactions
12944,slow,B1,Daily_Life,General_Interactions
12945,slow-moving,B1,Daily_Life,General_Interactions
12946,slower,B1,Daily_Life,General_Interactions
12947,slowing,B1,Daily_Life,General_Interactions
12948,slowly,B1,Daily_Life,General_Interactions
12949,slur your words,B1,Daily_Life,General_Interactions
12950,slurping,B1,Daily_Life,General_Interactions
12951,small,B1,Daily_Life,General_Interactions
12952,small minority,B1,Daily_Life,General_Interactions
12953,small percentage,B1,Daily_Life,General_Interactions
12954,smaller,B1,Daily_Life,General_Interactions
12955,smallest,B1,Daily_Life,General_Interactions
12956,smart,B1,Technology_Digital,Artificial_Intelligence
12957,smarter,B1,Technology_Digital,Artificial_Intelligence
